group,value
RAG,0.8235294117647058
RAG,0.8235294117647058
RAG,0.8235294117647058
RAG,0.8235294117647058
RAG,0.888888888888889
RAG,0.888888888888889
RAG,0.7499999999999999
RAG,0.7499999999999999
RAG,0.7499999999999999
RAG,0.7499999999999999
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.8235294117647058
SP,0.7499999999999999
SP,0.8235294117647058
SP,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.8235294117647058
S,0.888888888888889
S,0.888888888888889
S,0.8235294117647058
S5,0.888888888888889
S5,0.888888888888889
S5,0.8235294117647058
S5,0.8235294117647058
S5,0.8235294117647058
S5,0.888888888888889
S5,0.888888888888889
S5,0.888888888888889
S5,0.888888888888889
S5,0.888888888888889
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
SP5,0.8235294117647058
